timestamp_s,pitch_degrees,control_latency_microseconds
8.69,1.7863,763.89
8.7,0.81106,810.86
8.71,2.05379,786.30
8.72,-0.24832,791.07
8.73,-1.76323,842.09
8.74,-0.69423,782.01
8.75,-0.31117,820.40
8.76,2.37383,800.85
8.77,2.66614,797.99
8.78,1.2473,789.17
8.79,0.30254,778.91
8.8,1.02668,783.92
8.81,0.98493,858.31
8.82,1.50126,781.06
8.83,0.60038,760.08
8.84,-0.15454,833.99
8.85,1.6799,787.97
8.86,1.63311,787.97
8.87,1.03494,810.86
8.88,1.98149,812.05
8.89,1.11348,798.94
8.9,0.91392,799.18
8.91,1.27223,787.26
8.92,1.4013,804.90
8.93,1.02972,843.05
8.94,1.71333,820.16
8.95,0.83819,772.24
8.96,0.91369,775.81
8.97,0.80771,773.91
8.98,1.95839,765.09
8.99,1.69789,775.81
9.0,1.4846,809.91
9.01,2.23482,777.96
9.02,-0.45669,764.85
9.03,0.09469,771.05
9.04,1.11081,807.29
9.05,0.54499,778.91
9.06,2.39627,794.89
9.07,1.15357,839.95
9.08,1.7065,787.97
9.09,1.32572,792.03
9.1,1.91605,784.16
9.11,0.83583,787.97
9.12,3.80033,783.21
9.13,4.36569,809.91
9.14,3.97374,811.82
9.15,1.24509,823.97
9.16,1.42463,792.03
9.17,0.8106,809.91
9.18,1.47562,794.89
9.19,1.36787,793.22
9.2,0.71684,814.20
9.21,2.3318,795.84
9.22,3.55308,808.95
9.23,2.00734,807.05
9.24,2.36987,840.19
9.25,1.61886,775.81
9.26,1.57735,783.92
9.27,1.61859,789.17
9.28,1.63604,772.95
9.29,1.47769,772.95
9.3,1.20844,783.92
9.31,1.7552,770.09
9.32,1.08585,1136.78
9.33,0.7457,1165.15
9.34,2.14379,969.89
9.35,2.01987,901.22
9.36,1.63212,881.91
9.37,1.1366,870.23
9.38,1.92116,803.71
9.39,0.80175,782.01
9.4,1.38516,829.94
9.41,0.27807,800.37
9.42,0.8815,817.78
9.43,0.89474,813.01
9.44,2.12927,844.96
9.45,1.13409,801.80
9.46,3.06201,777.01
9.47,3.49476,792.03
9.48,0.59767,842.09
9.49,-0.08493,808.95
9.5,0.57353,801.80
9.51,1.20044,807.05
9.52,0.54661,797.03
9.53,2.65963,792.98
9.54,1.35215,786.07
9.55,1.50496,766.04
9.56,1.10364,805.14
9.57,1.2033,847.82
9.58,1.88745,798.23
9.59,1.33116,837.33
9.6,-0.13378,779.15
9.61,1.74906,821.11
9.62,3.04426,798.94
9.63,0.14173,822.07
9.64,-1.42933,815.87
9.65,-1.67985,875.00
9.66,-0.74032,836.13
9.67,0.582,854.97
9.68,0.57981,822.78
9.69,2.18564,804.19
9.7,0.78723,780.82
9.71,0.58899,769.14
9.72,2.56,813.96
9.73,1.7451,841.86
9.74,2.03668,772.71
9.75,1.21061,872.14
9.76,1.5997,833.03
9.77,2.33779,838.04
9.78,-0.0886,768.90
9.79,-2.03887,804.19
9.8,-1.62112,792.98
9.81,-0.92114,816.82
9.82,0.44332,792.98
9.83,1.71981,831.13
9.84,-0.59863,807.76
9.85,-1.93718,804.90
9.86,-1.99161,809.19
9.87,0.17944,814.20
9.88,1.17835,787.02
9.89,1.3339,825.17
9.9,1.85132,794.17
9.91,0.68827,798.94
9.92,1.40371,760.08
9.93,0.66058,811.10
9.94,0.56699,787.97
9.95,2.5623,805.85
9.96,0.93117,854.73
9.97,1.00378,785.11
9.98,1.74356,793.93
9.99,0.32416,818.97
10.0,1.29644,825.17
10.01,-0.11916,797.99
